id,district_corrected
55635,TZ0601
59365, 
74161,TZ0206
62115,TZ2101
73612,TZ0303
3804,TZ1201
6326,TZ0503
11018,TZ0307
60488,TZ1102
62189,TZ0903
3401,TZ0403
67880,TZ0202
54302,TZ1201
8442,TZ2203
31731,TZ2503
4800,TZ0206
50237,TZ1901
44909,TZ1204
29163,TZ1906
41719,TZ1802
30215,TZ1005
66030,TZ0304
10181,TZ0703
39595,TZ0501
73313,TZ2301
3488,TZ0501
66870,TZ0401
21601,TZ0802
55459,TZ1301
46790,TZ1303
41757,TZ0607
62362,TZ0905
60099,TZ0503
60121,TZ1305
28697, 
42045,TZ0601
3939,TZ0202
52993,TZ1202
55356,TZ0904
55904,TZ1804
60811,TZ2202
49256,TZ1605
48115,TZ1606
1675,TZ2002
56491,TZ1305
9517,TZ1608
38772,TZ1904
32927,TZ0401
12653,TZ1207
12219,TZ1203
16930,TZ1901
71591,TZ0305
62244,TZ1803
29306,TZ0101
1357,TZ0503
48977,TZ2203
62875,TZ1905
14027,TZ0504
25026,TZ2303
66041,TZ1104
37570,TZ0802
58214,TZ2201
64681,TZ1805
68212,TZ2006
45733, 
61737,TZ0504
297,TZ1002
20323,TZ0604
57684,TZ2105
6377,TZ2202
39361,TZ1302
34466,TZ0605
44276,TZ0303
27192,TZ0603
20947,TZ1401
12223,TZ2104
2948,TZ1104
67642,TZ1102
13801,TZ2206
62813,TZ1704
61223,TZ0307
65246,TZ1802
7374,TZ2206
14069,TZ0805
53486,TZ1503
33384,TZ1704
61114,TZ0501
58914,TZ1403
3035,TZ1304
21372,TZ0702
54471,TZ0202
42687,TZ0903
32121,TZ1808
38616,TZ1207
72447,TZ1302
37746,TZ0506
7336,TZ1102
8144,TZ0805
23635,TZ0410
55308,TZ0905
11269,TZ2202
39226,TZ1404
1783,TZ0302
46385,TZ0504
45046,TZ0202
65079,TZ1202
46361,TZ2205
73770,TZ0601
16919, 
8460,TZ0305
18661,TZ0602
26990,TZ1601
45211,TZ2503
21427,TZ2606
49697,TZ0801
23340,TZ0406
25847,TZ2303
57231,TZ0901
66192,TZ2204
59479,TZ1607
67218,TZ1705
51421,TZ0202
27635,TZ0303
62407,TZ1803
42961,TZ0504
24814,TZ0901
33612,TZ1404
54658,TZ0107
66745,TZ1701
53894,TZ1203
51456,TZ0206
47185,TZ0106
43357,TZ0406
34320,TZ1702
46976,TZ0506
47991,TZ1204
46980,TZ0701
23617,TZ1204
7055,TZ2606
28718,TZ0102
66341,TZ0503
51945,TZ1704
66434, 
30691,TZ2205
44106,TZ2101
36796,TZ1101
6229,TZ1805
7128,TZ1801
72812,TZ2201
46071,TZ1804
58893,TZ0106
19293,TZ0105
3169,TZ2609
64312,TZ1804
45441,TZ2202
2083,TZ1204
38789,TZ2201
12988,TZ1203
2089,TZ2002
24987,TZ2202
46586,TZ0603
193,TZ1803
39445,TZ0302
68204, 
15038,TZ0801
39403,TZ0501
48741,TZ0302
65167,TZ0307
5348,TZ1303
36296,TZ1302
69362,TZ1802
57474,TZ2606
36104,TZ2202
15400,TZ1002
35950,TZ1608
33803,TZ2202
30008,TZ2404
36350,TZ1306
20223,TZ0607
28847,TZ0304
37534,TZ1906
22636,TZ2303
66558,TZ1607
24340,TZ1801
22615,TZ1202
17108,TZ0303
8534,TZ0104
13806,TZ1401
66662,TZ1608
10224,TZ0605
7269,TZ0501
72059,TZ0503
18251,TZ2205
56276,TZ0104
51925,TZ2201
30368,TZ2302
16524,TZ2201
44876,TZ1203
66831,TZ1204
49656,TZ2302
24856,TZ1401
23569,TZ1902
63620,TZ1201
33811,TZ2605
18696,TZ0503
22915,TZ1503
66426,TZ0202
71686,TZ2202
48435,TZ1805
65729,TZ0202
72970,TZ1604
67840,TZ0202
52785,TZ0801
32252,TZ1306
26809,TZ2103
67915,TZ0303
37078,TZ0601
25968,TZ1902
5745,TZ1005
71954,TZ0902
56705,TZ1204
64589,TZ0402
6169,TZ2404
72178,TZ1203
66075,TZ2001
27223,TZ1002
70248,TZ0206
66951,TZ0506
46735,TZ1101
72599,TZ1904
41900,TZ1202
24914,TZ2503
57745, 
60889,TZ0305
11000,TZ0802
70942,TZ0906
66067,TZ1306
20267,TZ2007
65480,TZ2504
41179,TZ0506
17323,TZ0702
53928,TZ2504
58044,TZ1804
53651,TZ2201
26986,TZ0702
69445,TZ0302
12511,TZ0804
583,TZ0503
52130,TZ0903
58723,TZ0302
73642,TZ0507
8951,TZ0601
45940,TZ0202
30614,TZ2205
27244,TZ1602
3008,TZ0304
35228,TZ1602
66515,TZ0803
13442,TZ2302
54762,TZ1602
68283,TZ2601
44475,TZ0703
35463,TZ2202
70025,TZ1808
54568,TZ2007
6249,TZ0906
6576,TZ1705
61416,TZ1005
36803,TZ1001
60627,TZ0105
73240,TZ1601
32613,TZ1801
48089,TZ2103
33479,TZ0605
61003, 
26182,TZ0302
36399,TZ0701
19242,TZ1306
38729,TZ0502
69791,TZ0802
19530,TZ2201
41196,TZ0401
52248,TZ1204
13926,TZ0103
29887, 
12680,TZ0604
56485,TZ1601
17905,TZ0105
38145, 
994,TZ1704
69185,TZ2505
16521,TZ1606
70028,TZ0601
44996,TZ0402
55109,TZ0207
34262,TZ2202
14365,TZ0601
30130,TZ2203
32263,TZ0503
5153,TZ0102
63791,TZ0503
26538,TZ1502
40408,TZ0906
25579,TZ1005
64128,TZ1306
17972,TZ0304
5366,TZ0906
31167,TZ1803
14188,TZ0504
11758,TZ0901
13865,TZ2404
191,TZ1305
66049,TZ0304
66152,TZ1406
25880,TZ1805
47080,TZ1808
28141,TZ0501
39319,TZ1705
607,TZ1808
12033,TZ1305
71649,TZ1306
15367,TZ0903
32355,TZ1602
7097,TZ1403
57844,TZ0301
67187,TZ0703
24595,TZ1804
61495,TZ0703
54397,TZ1005
58871,TZ0901
57461,TZ1606
20901,TZ0305
12911,TZ0501
65373,TZ1503
37863,TZ1305
41323,TZ1204
44272,TZ1401
47443,TZ0903
44588,TZ1102
40086,TZ2003
42994,TZ1401
60636,TZ0206
61644,TZ2402
70926,TZ2402
41155,TZ0602
62524,TZ1301
58162,TZ0506
70691,TZ2202
10095,TZ2503
61251,TZ1704
11796,TZ1401
69100,TZ1703
40913,TZ2004
58964,TZ0802
34681,TZ1607
26208,TZ1401
51389,TZ1207
70729,TZ1202
41305,TZ1302
71542,TZ1002
19644,TZ1607
25183,TZ1606
30777,TZ2609
28264,TZ1805
72117,TZ0301
52542,TZ0207
17048,TZ2004
73440,TZ1002
20618,TZ1504
4035,TZ0903
37766,TZ1002
44906,TZ1704
20046,TZ1407
40652,TZ0503
66003,TZ2203
20355,TZ2403
57522,TZ0803
8267,TZ2606
30223,TZ0206
65204,TZ2006
69057,TZ1801
62688,TZ1204
22107,TZ0304
34067,TZ1905
866,TZ1704
69740,TZ0206
54355,TZ1204
5370, 
53423,TZ2102
20647,TZ0601
64778, 
10155,TZ0304
16981,TZ1401
10649,TZ0901
19623,TZ1704
16107,TZ1003
8650,TZ2201
603,TZ1801
68098,TZ1801
48135,TZ0601
54517,TZ1807
48387,TZ1603
4235,TZ2204
18260,TZ2609
55200,TZ2103
24996, 
63375,TZ2001
17484,TZ1602
59409,TZ0604
33193, 
64824,TZ0507
45716, 
5320,TZ0405
28038,TZ2204
10519,TZ2203
44585,TZ0404
5651,TZ1902
63041,TZ0801
22133,TZ2505
31344,TZ0503
29565,TZ0904
33845,TZ0601
27916,TZ2103
49118,TZ0701
51591,TZ2303
30928,TZ2404
71134,TZ2303
30022,TZ1402
43391,TZ1207
46088,TZ2101
58708,TZ1202
30380,TZ0301
16096,TZ1803
73714,TZ0501
19287,TZ0903
44671,TZ0504
30606,TZ1503
37535,TZ1202
26115,TZ1401
26583,TZ0901
16674,TZ0501
5404,TZ0105
21546,TZ0506
73899,TZ0406
3543,TZ0801
37479,TZ1302
59966,TZ1902
41285,TZ1602
24036,TZ2303
14912,TZ1704
71392,TZ0603
27735,TZ2002
65884,TZ1902
46650,TZ2606
17520,TZ1402
42355,TZ0501
23327,TZ2201
36665,TZ0206
48818,TZ2002
20319,TZ1204
63923,TZ0506
56832,TZ2404
69116,TZ2605
23928,TZ1904
22279,TZ2404
18712,TZ0305
25708,TZ0202
42075,TZ1101
2522,TZ2404
17880, 
2649,TZ0305
14245,TZ1606
46435,TZ1704
67810,TZ0503
55245,TZ1703
52179,TZ1808
58954,TZ1202
29205,TZ2105
18748,TZ1203
35011,TZ1804
30634,TZ2205
52639,TZ2504
50471,TZ1603
61899,TZ1204
61431,TZ0605
48057,TZ0506
46688,TZ1102
46085,TZ2404
42833,TZ1001
21937,TZ2203
64157,TZ1301
9620,TZ1005
59899,TZ0806
22389,TZ0805
39123,TZ0605
53573,TZ2204
49028,TZ0501
3349,TZ1802
67587,TZ0304
71559,TZ1303
38197,TZ1905
59456,TZ1501
2561,TZ0901
36438,TZ0201
26576,TZ2202
22470,TZ2404
20896,TZ0107
68463,TZ1002
70597,TZ0603
34982,TZ1204
54534,TZ1104
67007,TZ1101
60988,TZ2403
45057,TZ0501
10185,TZ0206
25397,TZ1907
5940,TZ2002
38939,TZ0907
58371,TZ1302
65659,TZ0806
62608,TZ1803
24498,TZ1808
59788, 
56166,TZ1903
36787,TZ2605
2795, 
53420,TZ0604
34763,TZ0101
41604,TZ0206
13960,TZ1202
34206,TZ0304
11166,TZ1407
30681,TZ0904
69121,TZ1402
27295,TZ1503
64180,TZ0206
28376,TZ2202
46666,TZ0301
43800,TZ1907
30148,TZ2404
725,TZ0801
47730,TZ0102
54990,TZ1905
34662,TZ0606
29295,TZ1402
69917,TZ2004
51613,TZ2202
47588,TZ1607
31734,TZ1002
47122,TZ0408
51293,TZ2204
4660,TZ0602
32096,TZ2201
52654,TZ0703
9880,TZ1603
18336,TZ1001
8010,TZ1907
53590,TZ1202
27919,TZ0502
4746,TZ0901
49381,TZ1401
55943,TZ1102
6135,TZ1002
52932,TZ1403
63485,TZ0604
48753,TZ1303
36853,TZ1301
30386,TZ0304
10875,TZ0601
71338,TZ1901
51768,TZ1304
45618,TZ1606
50984,TZ0408
15050,TZ0403
8375,TZ1003
28263,TZ2606
49020,TZ0504
14880,TZ1808
55053,TZ2001
22856,TZ0801
55100,TZ0904
1450,TZ1805
35027,TZ0504
55927,TZ1804
13993,TZ2102
69820,TZ0601
48351,TZ1306
12896,TZ0801
30538,TZ2004
16143,TZ2606
44117,TZ0601
70660,TZ0206
16808,TZ1702
49717,TZ2101
10247,TZ0603
39643,TZ0206
68611,TZ1204
44541,TZ2203
25282,TZ0601
15206,TZ2303
53767, 
57326,TZ0102
32884,TZ1606
18809,TZ1401
12005,TZ1407
66538,TZ0304
61806,TZ2002
44774,TZ2202
38909,TZ1907
38152,TZ1401
42055,TZ2203
22465,TZ0303
68385,TZ0606
9564,TZ1805
42301,TZ1801
11419,TZ1702
35808,TZ0303
3285,TZ0304
1404,TZ1503
20900,TZ1606
49139,TZ1807
45383,TZ1704
51420,TZ0901
45934,TZ0703
57542,TZ2404
46360,TZ2303
60290,TZ0303
33820,TZ1603
34848,TZ0103
7179,TZ2202
60103,TZ0502
13800,TZ0106
35222,TZ1304
5016,TZ0306
67753,TZ0206
72195,TZ0206
17007,TZ1301
6226,TZ0602
73784,TZ2504
45692,TZ1403
26019,TZ0702
31305,TZ1805
24070,TZ0304
14443,TZ0603
8028,TZ1202
57150,TZ1808
72603,TZ1101
28565,TZ1302
4428,TZ1403
44361,TZ0503
63145,TZ2105
3585,TZ0206
68608,TZ1904
27105,TZ1905
51563,TZ0702
50780,TZ1401
57700,TZ0507
32398,TZ2006
12224,TZ1203
46972, 
2292,TZ0604
52977,TZ0107
37280,TZ0204
65311,TZ1805
71741,TZ2609
42186,TZ1101
65371,TZ0905
43922,TZ0503
45040,TZ1603
28999,TZ0304
50334,TZ1904
24821,TZ1902
3249,TZ0205
55195,TZ0205
694,TZ1603
30325,TZ1001
2137,TZ2403
31037,TZ2206
36191,TZ1805
20840,TZ2303
27012,TZ2606
12425,TZ0601
2113,TZ0303
66612,TZ2609
65535,TZ0506
50323,TZ0105
54160,TZ2206
39446,TZ0202
25969,TZ1801
13773, 
15882,TZ1101
426,TZ0105
24192,TZ1808
28883,TZ0607
65562,TZ0105
15878, 
34593,TZ1003
47708,TZ1002
11065,TZ0502
39169,TZ1905
67285,TZ2202
48543,TZ2205
12503,TZ1603
1355,TZ0304
5894,TZ2203
9258,TZ2302
64987,TZ1102
58931,TZ0203
48295,TZ1802
33738,TZ1002
39839,TZ1305
62395,TZ0607
46322,TZ0802
3906,TZ1204
9867,TZ1101
38339,TZ1302
13107,TZ1303
68472,TZ1905
39670,TZ1904
12150,TZ0205
49942,TZ0104
36656,TZ1805
27106,TZ1101
32391,TZ1201
45867,TZ1905
9292,TZ2102
6849,TZ1204
57319,TZ1306
51451,TZ1904
61245,TZ0504
24902,TZ0804
40970,TZ2504
19299,TZ0501
21320,TZ2205
67919,TZ0601
49127,TZ1303
22595,TZ1203
6016,TZ0206
4443,TZ0901
14232,TZ1703
61929,TZ0605
49789,TZ1104
45177,TZ1001
11215,TZ0202
24402,TZ0503
2773,TZ0206
8082,TZ2102
28187,TZ1202
21816,TZ0304
1262,TZ0105
59246,TZ1005
61198,TZ2102
68309,TZ0206
8622,TZ2101
5715,TZ1807
16009,TZ1504
9654,TZ2204
67579,TZ2606
3603,TZ0703
47069,TZ0307
45371,TZ0406
9516,TZ2601
25031,TZ1006
12948,TZ1006
52548,TZ1602
53641,TZ2101
17354,TZ1303
61289,TZ1701
45202,TZ0303
41207,TZ1303
42351,TZ1204
51038,TZ0504
33298,TZ0703
69323,TZ0206
41324,TZ1305
64138,TZ0401
33624,TZ1403
17805,TZ2006
36371,TZ2202
728,TZ1905
4117,TZ1303
65081,TZ1403
8491,TZ1904
9926,TZ0505
1145,TZ1207
69955,TZ2206
73539,TZ1904
11200,TZ1602
33520,TZ0204
42109,TZ1203
66944,TZ2205
41594,TZ0207
19213,TZ2303
46721,TZ0504
16885,TZ2609
68032,TZ2202
12178,TZ1402
50246,TZ0107
64734,TZ0903
8873,TZ1305
17212,TZ1202
32315,TZ1802
25265, 
14627,TZ0307
41105,TZ0204
13217,TZ1005
3763,TZ0301
42625,TZ0207
17379,TZ0303
65639,TZ0902
13607,TZ1802
38422,TZ0408
71427,TZ1805
31338,TZ1808
3674,TZ0304
72284,TZ0307
8512,TZ0102
27763,TZ1207
29583, 
27044,TZ0406
35330,TZ2101
21227,TZ1703
7292,TZ0605
55535,TZ1006
55428,TZ1703
33673,TZ1005
50817,TZ2106
6874,TZ2505
36122,TZ2203
54803,TZ0305
65918,TZ1005
67816,TZ0304
46903,TZ1704
72720,TZ1702
41395,TZ1901
49993,TZ1102
17014,TZ2202
14877,TZ1006
41434,TZ1906
14978,TZ1807
53686,TZ0902
53270,TZ0703
71326,TZ2205
36863,TZ0305
18177,TZ1805
15985,TZ0504
66932,TZ2006
63223,TZ1906
16276,TZ2601
54657, 
62798,TZ1902
2130,TZ2404
7904,TZ1204
14320,TZ0304
65323, 
50006,TZ1001
41176,TZ0503
29778,TZ1606
51064,TZ0603
13901,TZ0801
23696,TZ1304
52008,TZ0205
50140,TZ0202
37975,TZ2505
11334,TZ1601
71921,TZ1403
31571,TZ2205
41516,TZ1002
44338,TZ0202
30011,TZ2202
13064,TZ0503
5691,TZ1806
60630,TZ0102
4381,TZ0305
3669,TZ1204
69427,TZ0703
2977,TZ2402
4531,TZ0703
23611,TZ0405
27959,TZ0301
64111,TZ1207
17340,TZ0505
4787,TZ1401
18237,TZ0506
69489,TZ0105
42039,TZ1204
9488,TZ1301
36679,TZ2504
15006,TZ1602
69148,TZ1207
31181,TZ1808
34956,TZ1303
67644, 
16621,TZ1002
68351,TZ0304
20604,TZ0503
57032,TZ0805
13691, 
51462,TZ1203
14876,TZ0401
60874,TZ2205
25491,TZ0204
66493,TZ1204
53243,TZ2006
69238,TZ1601
66090,TZ0202
14441,TZ0302
45197,TZ0506
38190,TZ2104
46149,TZ0107
20342,TZ1503
69581,TZ1701
11078,TZ0305
1240,TZ2004
33682,TZ0703
35605,TZ1004
32353,TZ1801
70853,TZ1804
3174,TZ2205
53100,TZ0607
13499,TZ0206
55627,TZ1804
2897,TZ0805
13680,TZ1204
1728,TZ0304
14522,TZ0102
64313,TZ1802
30690,TZ1002
53626,TZ1802
31413,TZ1204
34503,TZ0301
23930,TZ2404
52266,TZ2403
14722,TZ0207
44732,TZ1603
33296,TZ2503
35024,TZ1204
38393,TZ0306
63066,TZ2302
34343,TZ0101
17288,TZ0805
8883,TZ1805
3114,TZ1207
48560,TZ1102
29834,TZ0403
70514,TZ1003
13218,TZ0506
68393,TZ1005
26061,TZ1302
42146,TZ0305
4329,TZ1803
44946,TZ2202
16638,TZ1104
6439,TZ0303
16423,TZ1603
9132,TZ0901
16500,TZ0407
73503,TZ1905
23157,TZ2606
65375,TZ2201
43250,TZ1502
13091,TZ1303
52906,TZ1102
10514,TZ1405
26528, 
20131,TZ0602
16136,TZ1302
6449,TZ0104
60668,TZ0402
57961,TZ1101
53222,TZ1904
11035,TZ1902
7365,TZ2503
63047,TZ0103
56647,TZ2402
52185,TZ2505
69808,TZ1303
11750,TZ0304
73874,TZ0805
63637,TZ0206
1598,TZ1101
42529,TZ1805
50829,TZ1402
32514,TZ0903
26525,TZ0504
22002,TZ2201
67746,TZ0805
48530,TZ0106
36378,TZ1401
28537,TZ1703
34947,TZ2101
23216, 
73765,TZ1808
70087,TZ0104
72017,TZ0901
2245,TZ1906
69935,TZ2202
73855,TZ0305
17630,TZ2004
41555,TZ0207
56374,TZ1401
42223,TZ0702
67246,TZ0501
1626,TZ2206
71657,TZ1005
34270,TZ2002
57419,TZ2104
34182,TZ1902
51391,TZ2302
6611,TZ1301
17663,TZ1402
10829,TZ1803
28980,TZ0506
15978,TZ0105
12612,TZ1005
13405,TZ0901
4606,TZ2201
34440,TZ0805
37236,TZ0601
46392,TZ0202
8397,TZ1207
49826,TZ1202
53266,TZ0803
4445,TZ0206
35581,TZ2503
44436,TZ1808
51650,TZ2606
43955,TZ1805
64493,TZ1607
26625,TZ0307
34001,TZ1702
56986,TZ1502
72923,TZ1404
23864,TZ1402
39806,TZ2205
24504,TZ0306
57988,TZ2302
62253,TZ2303
44994,TZ1102
43900,TZ0801
27030, 
52284,TZ1006
54158,TZ1101
55462,TZ0401
21377,TZ1207
24674,TZ0202
25379,TZ2202
19115,TZ1904
2329,TZ0703
28280,TZ1403
62424,TZ1703
11926,TZ1002
39414,TZ1605
54210,TZ2302
59252,TZ0702
8346,TZ2007
45433,TZ1804
37781,TZ0903
67695, 
52865,TZ0403
59815,TZ0104
71016,TZ1305
34192,TZ2403
43827,TZ0101
13915,TZ2404
72292,TZ0107
8989,TZ1304
10137,TZ1401
70001,TZ1804
10803,TZ2101
37536,TZ0305
30837,TZ1904
13705,TZ0407
4971,TZ1906
31828,TZ1201
30315,TZ1804
28261,TZ0304
60980,TZ1605
45183,TZ2202
3576,TZ2203
51493,TZ1903
13515,TZ1702
29405,TZ1005
51606,TZ0303
34486,TZ1101
48617,TZ2002
788,TZ1207
67410,TZ0102
56926,TZ0601
53692,TZ0304
62451,TZ0206
66223,TZ0901
8456,TZ0407
2575,TZ0202
58342,TZ2404
70148,TZ1403
6007,TZ0603
59929,TZ0105
67531,TZ2203
50284,TZ1202
38185,TZ2004
39094,TZ0206
14891,TZ1204
20717,TZ0407
3263,TZ1002
68029,TZ1703
53247,TZ2505
56125,TZ0304
72189,TZ0202
67295,TZ1602
16668,TZ1101
43813,TZ1005
46765,TZ0504
24571,TZ1802
17016,TZ0506
74089,TZ2007
61710,TZ0305
42957,TZ0507
8,TZ0105
2729,TZ1401
9836,TZ1704
14071,TZ0303
20425,TZ2202
58926,TZ1302
9575,TZ2104
69944,TZ1703
47347,TZ0405
266,TZ0503
52545,TZ1204
37667,TZ1602
2754,TZ0301
50808,TZ2105
49981,TZ0408
8412,TZ0703
3203,TZ2606
64036,TZ0603
69103,TZ2002
3813,TZ1001
61058, 
41755,TZ1401
32135,TZ2403
23460,TZ2606
56980,TZ2007
6908,TZ2002
27575, 
18902,TZ0506
71170,TZ1102
41802,TZ0504
21085,TZ0103
8598,TZ0401
20229,TZ1705
67796,TZ1603
1204,TZ0502
66578,TZ1704
68975,TZ0408
71405,TZ1102
12719,TZ2202
15197,TZ1805
45418,TZ1302
20204,TZ1202
50417,TZ1704
20121,TZ1102
26135,TZ1403
14126,TZ0402
10684,TZ1502
32349,TZ1204
9888,TZ1603
8096,TZ1306
52131,TZ1102
21028, 
19474,TZ1602
14076,TZ0204
44107,TZ0204
43608,TZ1207
55942,TZ0401
17469,TZ0202
68773,TZ0301
24471,TZ0206
52467,TZ0107
38568,TZ2404
5861,TZ2201
36403,TZ1104
67343,TZ1303
55705,TZ2007
43934,TZ1904
31373,TZ1305
39824,TZ1901
1308, 
50852,TZ0601
11143,TZ2605
5695,TZ0601
63761,TZ0801
34631,TZ0304
4652,TZ0205
25255,TZ2002
60037,TZ2606
56567,TZ1105
41006,TZ0202
39757,TZ0703
9264,TZ1504
9499,TZ0301
43759,TZ0302
33074,TZ1802
33799,TZ0903
44343,TZ2102
57807,TZ0202
720,TZ1902
59904,TZ0504
66111,TZ0304
42130,TZ1608
2096,TZ0504
13833,TZ2201
12628,TZ0604
10810,TZ1608
21333,TZ1003
30646,TZ2103
59519,TZ0401
60822,TZ2302
70458,TZ0205
32937,TZ0407
1245,TZ0507
3916,TZ0401
44193,TZ0304
5799,TZ1905
56740,TZ1703
62061,TZ2505
52042,TZ1201
66981,TZ1705
57283,TZ1101
27160,TZ1607
16791,TZ0501
55674,TZ2606
21411,TZ1002
17106,TZ0902
74109,TZ0107
43812,TZ1608
14108,TZ0305
45223,TZ0104
52618,TZ1805
26813,TZ0802
30238,TZ0805
28140,TZ1906
20273,TZ0502
24862,TZ1203
50392,TZ0307
59924,TZ1302
73518,TZ0901
45236,TZ0501
2739,TZ1305
40124,TZ2202
29519,TZ1805
9184,TZ2002
25103, 
37341,TZ1902
36792,TZ0501
49828,TZ1902
52036,TZ0107
15094,TZ2403
64528,TZ0504
23639,TZ1403
30084,TZ0205
28126,TZ1204
10973,TZ2205
47623,TZ0207
11686,TZ2002
60783,TZ0503
53119,TZ0504
39586,TZ2404
20944,TZ2505
62872,TZ1703
72809,TZ1901
15024,TZ1805
67420,TZ1704
9413,TZ1203
51279,TZ2206
5317,TZ1002
4688,TZ2103
61626,TZ1405
50625,TZ1703
65040,TZ0601
69129,TZ1304
22702,TZ1603
34108,TZ0106
66302,TZ2204
19121,TZ1405
8451,TZ0506
31117,TZ0601
46119,TZ0302
47099,TZ2203
12006,TZ1204
29439,TZ0406
69051,TZ1603
30236,TZ0102
67654,TZ1805
2391,TZ1804
38278,TZ0507
39046,TZ0506
40458,TZ1703
35509,TZ0303
40525,TZ1605
61152,TZ0702
27853,TZ0304
65539,TZ0501
5193,TZ1002
28654,TZ1804
42682,TZ0102
53541,TZ2203
20128,TZ2302
3879,TZ0202
33259,TZ0304
62870,TZ1701
47112,TZ1402
39974,TZ0101
14630,TZ0206
12014, 
72431,TZ0503
48662,TZ1402
19579,TZ2503
1148,TZ1102
27010,TZ0207
12232,TZ1907
55690,TZ0303
29436,TZ0305
13821,TZ0201
38333,TZ0301
74078,TZ0301
38300,TZ1405
43198,TZ0903
46766,TZ2004
17481,TZ1803
45146,TZ0407
52203,TZ1401
67438,TZ1502
7758,TZ0401
59341,TZ0302
62231,TZ1501
67659,TZ0604
38786,TZ0401
2622,TZ0105
14712,TZ1904
70303,TZ1904
72075,TZ0302
60922,TZ1204
56395,TZ0101
72779,TZ0202
62962,TZ1003
35938,TZ0102
5107,TZ0305
64811,TZ2205
8958,TZ0105
49335,TZ0303
71822,TZ2002
49668,TZ0701
11915,TZ1104
34462,TZ2205
5853,TZ2103
65058,TZ1101
49953,TZ2101
61981,TZ0501
39499,TZ0402
24941,TZ0406
45322,TZ2404
49975,TZ0504
73464,TZ1401
49337,TZ1502
67693,TZ2004
24826,TZ1605
62268,TZ1104
15299,TZ2001
50513,TZ2605
35798,TZ0503
34294,TZ0302
9561,TZ1601
42257,TZ0403
11883,TZ1703
56619,TZ1102
20401,TZ1802
57170,TZ0104
73087,TZ0503
47041,TZ1501
35089,TZ1101
69074,TZ2609
21783,TZ1801
20438,TZ0206
12494,TZ0805
63091,TZ1701
22184,TZ1501
6475,TZ2606
27412,TZ1003
65424,TZ2206
73031,TZ1504
25734,TZ0301
24646,TZ1608
54964,TZ0206
12060,TZ2606
60391,TZ1503
32214,TZ0601
24066,TZ2402
30506,TZ1407
36294,TZ0107
63467,TZ0503
65131,TZ0904
48878,TZ1204
73585,TZ1101
2577,TZ1805
71631,TZ1705
37937,TZ0204
47482,TZ1207
67227,TZ2203
12565,TZ0602
55737,TZ0501
31473,TZ0604
5392,TZ1407
61668,TZ1305
17331,TZ0507
50071,TZ1601
9233,TZ1002
17464,TZ1104
47060,TZ2206
40720,TZ2404
9852,TZ0605
6523,TZ1404
1964,TZ0502
30203,TZ0506
49324,TZ0805
35704,TZ0506
52892,TZ0304
62068,TZ0502
4760,TZ0901
73241,TZ0301
3608,TZ1602
8040,TZ0503
19032,TZ2203
50655,TZ2203
66218,TZ0601
53479,TZ1704
4168,TZ0301
54201,TZ1102
41992,TZ1403
59601,TZ1005
37349,TZ2206
10066,TZ2404
30350,TZ1703
7212,TZ0801
60122,TZ0802
1459,TZ1101
50403,TZ2202
73039,TZ0502
37442,TZ1902
23198,TZ0504
27239,TZ1804
33428,TZ2503
28434,TZ1504
5858,TZ2601
28447,TZ2101
55383,TZ0502
45175,TZ2402
15164,TZ0405
30032,TZ2606
31232,TZ1203
38719,TZ0105
31219,TZ0601
37046,TZ2001
74219,TZ1606
3379,TZ1601
15635,TZ0502
46987,TZ0902
58860,TZ1802
40924,TZ0302
73498,TZ1805
15958,TZ2202
35,TZ0906
18629,TZ1603
59066,TZ0501
60240,TZ2004
6433,TZ0607
29135,TZ1806
7172,TZ1907
62848,TZ1003
27931,TZ1005
51007,TZ0206
48130,TZ2606
56378,TZ0305
12297,TZ1907
18397,TZ0504
70519,TZ0102
57774,TZ1204
11605,TZ1402
62235,TZ0503
59758,TZ1203
52563,TZ1203
6372,TZ0603
20253,TZ1203
54715,TZ0206
65845,TZ1207
55327,TZ1001
8445,TZ1302
45317,TZ2203
48028,TZ0903
61714,TZ0303
25670,TZ2202
72472,TZ1304
66658,TZ1101
56596,TZ2007
41892,TZ1404
69760,TZ0403
8209,TZ0604
32443,TZ0601
40178,TZ1002
18898,TZ0702
41197,TZ0104
50936,TZ1802
72123,TZ0501
24151, 
72314,TZ0107
58634,TZ1005
30333,TZ0101
60190,TZ0506
43872,TZ0401
17815,TZ1204
19914,TZ0410
21678,TZ0303
2243,TZ2002
2048,TZ0304
25272,TZ1302
37275,TZ0201
10219,TZ1001
52669,TZ2205
35894,TZ0206
55917,TZ0206
47311,TZ2505
5650,TZ0503
35411,TZ1603
13745,TZ0506
73128,TZ1402
73641,TZ1401
52501,TZ1006
6,TZ1703
15012,TZ1204
9186,TZ0903
37843,TZ2101
10087,TZ0301
58515,TZ1005
58632,TZ0904
38058,TZ0605
45808,TZ0203
3734,TZ1402
5954,TZ2606
2120,TZ0304
20656,TZ1402
9941,TZ1004
48136,TZ0702
25667,TZ0207
67923,TZ0303
65004,TZ0806
39729,TZ0307
58129,TZ2102
71011,TZ1301
46297, 
55506,TZ0804
17313,TZ0703
5354,TZ1402
44840,TZ0703
69282,TZ1001
27810,TZ1503
54565,TZ1001
36412,TZ0503
41634,TZ1605
10069,TZ0505
24144,TZ0302
55746, 
72527,TZ2605
16874,TZ0304
16507,TZ2103
